,country,iso_code,date,indicator,value,year_month,population,hos_per_pop
0,Algeria,DZA,2020-07-17,Daily ICU occupancy,62.0,2020-07,44991656,0.00013780332957737763
1,Algeria,DZA,2020-07-18,Daily ICU occupancy,67.0,2020-07,44991656,0.00014891650131748874
2,Algeria,DZA,2020-07-20,Daily ICU occupancy,64.0,2020-07,44991656,0.00014224859827342208
3,Algeria,DZA,2020-07-21,Daily ICU occupancy,56.0,2020-07,44991656,0.00012446752348924432
4,Algeria,DZA,2020-07-22,Daily ICU occupancy,51.0,2020-07,44991656,0.00011335435174913321
5,Algeria,DZA,2020-07-23,Daily ICU occupancy,66.0,2020-07,44991656,0.00014669386696946653
6,Algeria,DZA,2020-07-25,Daily ICU occupancy,63.0,2020-07,44991656,0.00014002596392539984
7,Algeria,DZA,2020-07-26,Daily ICU occupancy,64.0,2020-07,44991656,0.00014224859827342208
8,Algeria,DZA,2020-07-27,Daily ICU occupancy,58.0,2020-07,44991656,0.00012891279218528876
9,Algeria,DZA,2020-07-31,Daily ICU occupancy,65.0,2020-07,44991656,0.00014447123262144432
10,Algeria,DZA,2020-08-01,Daily ICU occupancy,64.0,2020-08,44991656,0.00014224859827342208
11,Algeria,DZA,2020-08-02,Daily ICU occupancy,54.0,2020-08,44991656,0.00012002225479319987
12,Algeria,DZA,2020-08-04,Daily ICU occupancy,54.0,2020-08,44991656,0.00012002225479319987
13,Algeria,DZA,2020-08-05,Daily ICU occupancy,55.0,2020-08,44991656,0.0001222448891412221
14,Algeria,DZA,2020-08-06,Daily ICU occupancy,63.0,2020-08,44991656,0.00014002596392539984
15,Algeria,DZA,2020-08-09,Daily ICU occupancy,57.0,2020-08,44991656,0.00012669015783726653
16,Algeria,DZA,2020-08-10,Daily ICU occupancy,47.0,2020-08,44991656,0.00010446381435704433
17,Algeria,DZA,2020-08-12,Daily ICU occupancy,53.0,2020-08,44991656,0.00011779962044517766
18,Algeria,DZA,2020-08-13,Daily ICU occupancy,44.0,2020-08,44991656,9.779591131297767e-05
19,Algeria,DZA,2020-08-14,Daily ICU occupancy,46.0,2020-08,44991656,0.00010224118000902213
20,Algeria,DZA,2020-08-15,Daily ICU occupancy,37.0,2020-08,44991656,8.223747087682215e-05
21,Algeria,DZA,2020-08-16,Daily ICU occupancy,40.0,2020-08,44991656,8.890537392088879e-05
22,Algeria,DZA,2020-08-17,Daily ICU occupancy,40.0,2020-08,44991656,8.890537392088879e-05
23,Algeria,DZA,2020-08-18,Daily ICU occupancy,46.0,2020-08,44991656,0.00010224118000902213
24,Algeria,DZA,2020-08-19,Daily ICU occupancy,44.0,2020-08,44991656,9.779591131297767e-05
25,Algeria,DZA,2020-08-20,Daily ICU occupancy,41.0,2020-08,44991656,9.112800826891101e-05
26,Algeria,DZA,2020-08-21,Daily ICU occupancy,41.0,2020-08,44991656,9.112800826891101e-05
27,Algeria,DZA,2020-08-22,Daily ICU occupancy,49.0,2020-08,44991656,0.00010890908305308878
28,Algeria,DZA,2020-08-23,Daily ICU occupancy,41.0,2020-08,44991656,9.112800826891101e-05
29,Algeria,DZA,2020-08-24,Daily ICU occupancy,37.0,2020-08,44991656,8.223747087682215e-05
30,Algeria,DZA,2020-08-25,Daily ICU occupancy,31.0,2020-08,44991656,6.890166478868882e-05
31,Algeria,DZA,2020-08-26,Daily ICU occupancy,28.0,2020-08,44991656,6.223376174462216e-05
32,Algeria,DZA,2020-08-27,Daily ICU occupancy,28.0,2020-08,44991656,6.223376174462216e-05
33,Algeria,DZA,2020-08-28,Daily ICU occupancy,31.0,2020-08,44991656,6.890166478868882e-05
34,Algeria,DZA,2020-08-29,Daily ICU occupancy,28.0,2020-08,44991656,6.223376174462216e-05
35,Algeria,DZA,2020-08-30,Daily ICU occupancy,29.0,2020-08,44991656,6.445639609264438e-05
36,Algeria,DZA,2020-08-31,Daily ICU occupancy,29.0,2020-08,44991656,6.445639609264438e-05
37,Algeria,DZA,2020-09-01,Daily ICU occupancy,38.0,2020-09,44991656,8.446010522484436e-05
38,Algeria,DZA,2020-09-02,Daily ICU occupancy,35.0,2020-09,44991656,7.77922021807777e-05
39,Algeria,DZA,2020-09-03,Daily ICU occupancy,44.0,2020-09,44991656,9.779591131297767e-05
40,Algeria,DZA,2020-09-04,Daily ICU occupancy,42.0,2020-09,44991656,9.335064261693324e-05
41,Algeria,DZA,2020-09-05,Daily ICU occupancy,42.0,2020-09,44991656,9.335064261693324e-05
42,Algeria,DZA,2020-09-06,Daily ICU occupancy,44.0,2020-09,44991656,9.779591131297767e-05
43,Algeria,DZA,2020-09-07,Daily ICU occupancy,43.0,2020-09,44991656,9.557327696495546e-05
44,Algeria,DZA,2020-09-08,Daily ICU occupancy,35.0,2020-09,44991656,7.77922021807777e-05
45,Algeria,DZA,2020-09-09,Daily ICU occupancy,40.0,2020-09,44991656,8.890537392088879e-05
46,Algeria,DZA,2020-09-10,Daily ICU occupancy,39.0,2020-09,44991656,8.668273957286658e-05
47,Algeria,DZA,2020-09-11,Daily ICU occupancy,32.0,2020-09,44991656,7.112429913671104e-05
48,Algeria,DZA,2020-09-12,Daily ICU occupancy,36.0,2020-09,44991656,8.001483652879992e-05
49,Algeria,DZA,2020-09-13,Daily ICU occupancy,29.0,2020-09,44991656,6.445639609264438e-05
50,Algeria,DZA,2020-09-14,Daily ICU occupancy,27.0,2020-09,44991656,6.0011127396599934e-05
51,Algeria,DZA,2020-09-15,Daily ICU occupancy,31.0,2020-09,44991656,6.890166478868882e-05
52,Algeria,DZA,2020-09-16,Daily ICU occupancy,31.0,2020-09,44991656,6.890166478868882e-05
53,Algeria,DZA,2020-09-17,Daily ICU occupancy,32.0,2020-09,44991656,7.112429913671104e-05
54,Algeria,DZA,2020-09-18,Daily ICU occupancy,27.0,2020-09,44991656,6.0011127396599934e-05
55,Algeria,DZA,2020-09-19,Daily ICU occupancy,32.0,2020-09,44991656,7.112429913671104e-05
56,Algeria,DZA,2020-09-20,Daily ICU occupancy,31.0,2020-09,44991656,6.890166478868882e-05
57,Algeria,DZA,2020-09-21,Daily ICU occupancy,29.0,2020-09,44991656,6.445639609264438e-05
58,Algeria,DZA,2020-09-22,Daily ICU occupancy,34.0,2020-09,44991656,7.556956783275547e-05
59,Algeria,DZA,2020-09-23,Daily ICU occupancy,25.0,2020-09,44991656,5.55658587005555e-05
60,Algeria,DZA,2020-09-24,Daily ICU occupancy,27.0,2020-09,44991656,6.0011127396599934e-05
61,Algeria,DZA,2020-09-25,Daily ICU occupancy,25.0,2020-09,44991656,5.55658587005555e-05
62,Algeria,DZA,2020-09-26,Daily ICU occupancy,25.0,2020-09,44991656,5.55658587005555e-05
63,Algeria,DZA,2020-09-27,Daily ICU occupancy,22.0,2020-09,44991656,4.8897955656488836e-05
64,Algeria,DZA,2020-09-28,Daily ICU occupancy,25.0,2020-09,44991656,5.55658587005555e-05
65,Algeria,DZA,2020-09-29,Daily ICU occupancy,23.0,2020-09,44991656,5.1120590004511066e-05
66,Algeria,DZA,2020-09-30,Daily ICU occupancy,23.0,2020-09,44991656,5.1120590004511066e-05
67,Algeria,DZA,2020-10-01,Daily ICU occupancy,23.0,2020-10,44991656,5.1120590004511066e-05
68,Algeria,DZA,2020-10-02,Daily ICU occupancy,23.0,2020-10,44991656,5.1120590004511066e-05
69,Algeria,DZA,2020-10-03,Daily ICU occupancy,25.0,2020-10,44991656,5.55658587005555e-05
70,Algeria,DZA,2020-10-04,Daily ICU occupancy,21.0,2020-10,44991656,4.667532130846662e-05
71,Algeria,DZA,2020-10-05,Daily ICU occupancy,22.0,2020-10,44991656,4.8897955656488836e-05
72,Algeria,DZA,2020-10-07,Daily ICU occupancy,31.0,2020-10,44991656,6.890166478868882e-05
73,Algeria,DZA,2020-10-08,Daily ICU occupancy,30.0,2020-10,44991656,6.66790304406666e-05
74,Algeria,DZA,2020-10-09,Daily ICU occupancy,31.0,2020-10,44991656,6.890166478868882e-05
75,Algeria,DZA,2020-10-10,Daily ICU occupancy,31.0,2020-10,44991656,6.890166478868882e-05
76,Algeria,DZA,2020-10-11,Daily ICU occupancy,28.0,2020-10,44991656,6.223376174462216e-05
77,Algeria,DZA,2020-10-12,Daily ICU occupancy,35.0,2020-10,44991656,7.77922021807777e-05
78,Algeria,DZA,2020-10-13,Daily ICU occupancy,38.0,2020-10,44991656,8.446010522484436e-05
79,Algeria,DZA,2020-10-14,Daily ICU occupancy,35.0,2020-10,44991656,7.77922021807777e-05
80,Algeria,DZA,2020-10-15,Daily ICU occupancy,35.0,2020-10,44991656,7.77922021807777e-05
81,Algeria,DZA,2020-10-17,Daily ICU occupancy,36.0,2020-10,44991656,8.001483652879992e-05
82,Algeria,DZA,2020-10-18,Daily ICU occupancy,33.0,2020-10,44991656,7.334693348473326e-05
83,Algeria,DZA,2020-10-19,Daily ICU occupancy,39.0,2020-10,44991656,8.668273957286658e-05
84,Algeria,DZA,2020-10-20,Daily ICU occupancy,38.0,2020-10,44991656,8.446010522484436e-05
85,Algeria,DZA,2020-10-21,Daily ICU occupancy,37.0,2020-10,44991656,8.223747087682215e-05
86,Algeria,DZA,2020-10-22,Daily ICU occupancy,31.0,2020-10,44991656,6.890166478868882e-05
87,Algeria,DZA,2020-10-23,Daily ICU occupancy,33.0,2020-10,44991656,7.334693348473326e-05
88,Algeria,DZA,2020-10-24,Daily ICU occupancy,29.0,2020-10,44991656,6.445639609264438e-05
89,Algeria,DZA,2020-10-25,Daily ICU occupancy,29.0,2020-10,44991656,6.445639609264438e-05
90,Algeria,DZA,2020-10-26,Daily ICU occupancy,30.0,2020-10,44991656,6.66790304406666e-05
91,Algeria,DZA,2020-10-28,Daily ICU occupancy,40.0,2020-10,44991656,8.890537392088879e-05
92,Algeria,DZA,2020-10-29,Daily ICU occupancy,39.0,2020-10,44991656,8.668273957286658e-05
93,Algeria,DZA,2020-10-30,Daily ICU occupancy,48.0,2020-10,44991656,0.00010668644870506657
94,Algeria,DZA,2020-10-31,Daily ICU occupancy,44.0,2020-10,44991656,9.779591131297767e-05
95,Algeria,DZA,2020-11-01,Daily ICU occupancy,49.0,2020-11,44991656,0.00010890908305308878
96,Algeria,DZA,2020-11-02,Daily ICU occupancy,46.0,2020-11,44991656,0.00010224118000902213
97,Algeria,DZA,2020-11-04,Daily ICU occupancy,50.0,2020-11,44991656,0.000111131717401111
98,Algeria,DZA,2020-11-05,Daily ICU occupancy,53.0,2020-11,44991656,0.00011779962044517766
99,Algeria,DZA,2020-11-07,Daily ICU occupancy,59.0,2020-11,44991656,0.00013113542653331097
100,Algeria,DZA,2020-11-08,Daily ICU occupancy,63.0,2020-11,44991656,0.00014002596392539984
101,Algeria,DZA,2020-11-09,Daily ICU occupancy,60.0,2020-11,44991656,0.0001333580608813332
102,Algeria,DZA,2020-11-11,Daily ICU occupancy,49.0,2020-11,44991656,0.00010890908305308878
103,Algeria,DZA,2020-11-12,Daily ICU occupancy,53.0,2020-11,44991656,0.00011779962044517766
104,Algeria,DZA,2020-11-13,Daily ICU occupancy,52.0,2020-11,44991656,0.00011557698609715543
105,Algeria,DZA,2020-11-14,Daily ICU occupancy,42.0,2020-11,44991656,9.335064261693324e-05
106,Algeria,DZA,2020-11-15,Daily ICU occupancy,44.0,2020-11,44991656,9.779591131297767e-05
107,Algeria,DZA,2020-11-16,Daily ICU occupancy,50.0,2020-11,44991656,0.000111131717401111
108,Algeria,DZA,2020-11-17,Daily ICU occupancy,39.0,2020-11,44991656,8.668273957286658e-05
109,Algeria,DZA,2020-11-18,Daily ICU occupancy,43.0,2020-11,44991656,9.557327696495546e-05
110,Algeria,DZA,2020-11-19,Daily ICU occupancy,53.0,2020-11,44991656,0.00011779962044517766
111,Algeria,DZA,2020-11-20,Daily ICU occupancy,49.0,2020-11,44991656,0.00010890908305308878
112,Algeria,DZA,2020-11-21,Daily ICU occupancy,52.0,2020-11,44991656,0.00011557698609715543
113,Algeria,DZA,2020-11-22,Daily ICU occupancy,46.0,2020-11,44991656,0.00010224118000902213
114,Algeria,DZA,2020-11-23,Daily ICU occupancy,46.0,2020-11,44991656,0.00010224118000902213
115,Algeria,DZA,2020-11-26,Daily ICU occupancy,44.0,2020-11,44991656,9.779591131297767e-05
116,Algeria,DZA,2020-11-27,Daily ICU occupancy,50.0,2020-11,44991656,0.000111131717401111
117,Algeria,DZA,2020-11-28,Daily ICU occupancy,51.0,2020-11,44991656,0.00011335435174913321
118,Algeria,DZA,2020-11-30,Daily ICU occupancy,46.0,2020-11,44991656,0.00010224118000902213
119,Algeria,DZA,2020-12-01,Daily ICU occupancy,46.0,2020-12,44991656,0.00010224118000902213
120,Algeria,DZA,2020-12-03,Daily ICU occupancy,45.0,2020-12,44991656,0.0001000185456609999
121,Algeria,DZA,2020-12-07,Daily ICU occupancy,38.0,2020-12,44991656,8.446010522484436e-05
122,Algeria,DZA,2020-12-08,Daily ICU occupancy,44.0,2020-12,44991656,9.779591131297767e-05
123,Algeria,DZA,2020-12-09,Daily ICU occupancy,42.0,2020-12,44991656,9.335064261693324e-05
124,Algeria,DZA,2020-12-10,Daily ICU occupancy,44.0,2020-12,44991656,9.779591131297767e-05
125,Algeria,DZA,2020-12-11,Daily ICU occupancy,46.0,2020-12,44991656,0.00010224118000902213
126,Algeria,DZA,2020-12-12,Daily ICU occupancy,42.0,2020-12,44991656,9.335064261693324e-05
127,Algeria,DZA,2020-12-13,Daily ICU occupancy,46.0,2020-12,44991656,0.00010224118000902213
128,Algeria,DZA,2020-12-15,Daily ICU occupancy,46.0,2020-12,44991656,0.00010224118000902213
129,Algeria,DZA,2020-12-16,Daily ICU occupancy,44.0,2020-12,44991656,9.779591131297767e-05
130,Algeria,DZA,2020-12-17,Daily ICU occupancy,45.0,2020-12,44991656,0.0001000185456609999
131,Algeria,DZA,2020-12-20,Daily ICU occupancy,50.0,2020-12,44991656,0.000111131717401111
132,Algeria,DZA,2020-12-21,Daily ICU occupancy,43.0,2020-12,44991656,9.557327696495546e-05
133,Algeria,DZA,2020-12-22,Daily ICU occupancy,49.0,2020-12,44991656,0.00010890908305308878
134,Algeria,DZA,2020-12-23,Daily ICU occupancy,49.0,2020-12,44991656,0.00010890908305308878
135,Algeria,DZA,2020-12-24,Daily ICU occupancy,46.0,2020-12,44991656,0.00010224118000902213
136,Algeria,DZA,2020-12-29,Daily ICU occupancy,40.0,2020-12,44991656,8.890537392088879e-05
137,Algeria,DZA,2020-12-30,Daily ICU occupancy,43.0,2020-12,44991656,9.557327696495546e-05
138,Algeria,DZA,2021-01-01,Daily ICU occupancy,42.0,2021-01,44991656,9.335064261693324e-05
139,Algeria,DZA,2021-01-02,Daily ICU occupancy,31.0,2021-01,44991656,6.890166478868882e-05
140,Algeria,DZA,2021-01-03,Daily ICU occupancy,36.0,2021-01,44991656,8.001483652879992e-05
141,Algeria,DZA,2021-01-04,Daily ICU occupancy,27.0,2021-01,44991656,6.0011127396599934e-05
142,Algeria,DZA,2021-01-05,Daily ICU occupancy,29.0,2021-01,44991656,6.445639609264438e-05
143,Algeria,DZA,2021-01-06,Daily ICU occupancy,32.0,2021-01,44991656,7.112429913671104e-05
144,Algeria,DZA,2021-01-07,Daily ICU occupancy,27.0,2021-01,44991656,6.0011127396599934e-05
145,Algeria,DZA,2021-01-08,Daily ICU occupancy,34.0,2021-01,44991656,7.556956783275547e-05
146,Algeria,DZA,2021-01-09,Daily ICU occupancy,33.0,2021-01,44991656,7.334693348473326e-05
147,Algeria,DZA,2021-01-10,Daily ICU occupancy,29.0,2021-01,44991656,6.445639609264438e-05
148,Algeria,DZA,2021-01-11,Daily ICU occupancy,28.0,2021-01,44991656,6.223376174462216e-05
149,Algeria,DZA,2021-01-12,Daily ICU occupancy,24.0,2021-01,44991656,5.334322435253328e-05
150,Algeria,DZA,2021-01-15,Daily ICU occupancy,28.0,2021-01,44991656,6.223376174462216e-05
151,Algeria,DZA,2021-01-16,Daily ICU occupancy,23.0,2021-01,44991656,5.1120590004511066e-05
152,Algeria,DZA,2021-01-17,Daily ICU occupancy,32.0,2021-01,44991656,7.112429913671104e-05
153,Algeria,DZA,2021-01-18,Daily ICU occupancy,28.0,2021-01,44991656,6.223376174462216e-05
154,Algeria,DZA,2021-01-19,Daily ICU occupancy,29.0,2021-01,44991656,6.445639609264438e-05
155,Algeria,DZA,2021-01-20,Daily ICU occupancy,32.0,2021-01,44991656,7.112429913671104e-05
156,Algeria,DZA,2021-01-21,Daily ICU occupancy,31.0,2021-01,44991656,6.890166478868882e-05
157,Algeria,DZA,2021-01-22,Daily ICU occupancy,36.0,2021-01,44991656,8.001483652879992e-05
158,Algeria,DZA,2021-01-23,Daily ICU occupancy,29.0,2021-01,44991656,6.445639609264438e-05
159,Algeria,DZA,2021-01-24,Daily ICU occupancy,34.0,2021-01,44991656,7.556956783275547e-05
160,Algeria,DZA,2021-01-25,Daily ICU occupancy,34.0,2021-01,44991656,7.556956783275547e-05
161,Algeria,DZA,2021-01-26,Daily ICU occupancy,34.0,2021-01,44991656,7.556956783275547e-05
162,Algeria,DZA,2021-01-27,Daily ICU occupancy,39.0,2021-01,44991656,8.668273957286658e-05
163,Algeria,DZA,2021-01-30,Daily ICU occupancy,33.0,2021-01,44991656,7.334693348473326e-05
164,Algeria,DZA,2021-02-01,Daily ICU occupancy,29.0,2021-02,44991656,6.445639609264438e-05
165,Algeria,DZA,2021-02-02,Daily ICU occupancy,23.0,2021-02,44991656,5.1120590004511066e-05
166,Algeria,DZA,2021-02-05,Daily ICU occupancy,21.0,2021-02,44991656,4.667532130846662e-05
167,Algeria,DZA,2021-02-08,Daily ICU occupancy,25.0,2021-02,44991656,5.55658587005555e-05
168,Algeria,DZA,2021-02-10,Daily ICU occupancy,25.0,2021-02,44991656,5.55658587005555e-05
169,Algeria,DZA,2021-02-12,Daily ICU occupancy,22.0,2021-02,44991656,4.8897955656488836e-05
170,Algeria,DZA,2021-02-13,Daily ICU occupancy,20.0,2021-02,44991656,4.4452686960444395e-05
171,Algeria,DZA,2021-02-14,Daily ICU occupancy,19.0,2021-02,44991656,4.223005261242218e-05
172,Algeria,DZA,2021-02-19,Daily ICU occupancy,18.0,2021-02,44991656,4.000741826439996e-05
173,Algeria,DZA,2021-02-20,Daily ICU occupancy,16.0,2021-02,44991656,3.556214956835552e-05
174,Algeria,DZA,2021-02-21,Daily ICU occupancy,15.0,2021-02,44991656,3.33395152203333e-05
175,Algeria,DZA,2021-02-23,Daily ICU occupancy,19.0,2021-02,44991656,4.223005261242218e-05
176,Algeria,DZA,2021-02-25,Daily ICU occupancy,18.0,2021-02,44991656,4.000741826439996e-05
177,Algeria,DZA,2021-02-26,Daily ICU occupancy,21.0,2021-02,44991656,4.667532130846662e-05
178,Algeria,DZA,2021-02-27,Daily ICU occupancy,21.0,2021-02,44991656,4.667532130846662e-05
179,Algeria,DZA,2021-02-28,Daily ICU occupancy,22.0,2021-02,44991656,4.8897955656488836e-05
180,Algeria,DZA,2021-03-01,Daily ICU occupancy,22.0,2021-03,44991656,4.8897955656488836e-05
181,Algeria,DZA,2021-03-02,Daily ICU occupancy,23.0,2021-03,44991656,5.1120590004511066e-05
182,Algeria,DZA,2021-03-07,Daily ICU occupancy,21.0,2021-03,44991656,4.667532130846662e-05
183,Algeria,DZA,2021-03-10,Daily ICU occupancy,19.0,2021-03,44991656,4.223005261242218e-05
184,Algeria,DZA,2021-03-12,Daily ICU occupancy,15.0,2021-03,44991656,3.33395152203333e-05
185,Algeria,DZA,2021-03-22,Daily ICU occupancy,7.0,2021-03,44991656,1.555844043615554e-05
186,Algeria,DZA,2021-03-23,Daily ICU occupancy,9.0,2021-03,44991656,2.000370913219998e-05
187,Algeria,DZA,2021-03-24,Daily ICU occupancy,9.0,2021-03,44991656,2.000370913219998e-05
188,Algeria,DZA,2021-03-25,Daily ICU occupancy,17.0,2021-03,44991656,3.778478391637774e-05
189,Algeria,DZA,2021-03-26,Daily ICU occupancy,18.0,2021-03,44991656,4.000741826439996e-05
190,Algeria,DZA,2021-03-27,Daily ICU occupancy,20.0,2021-03,44991656,4.4452686960444395e-05
191,Algeria,DZA,2021-03-28,Daily ICU occupancy,19.0,2021-03,44991656,4.223005261242218e-05
192,Algeria,DZA,2021-03-29,Daily ICU occupancy,20.0,2021-03,44991656,4.4452686960444395e-05
193,Algeria,DZA,2021-03-30,Daily ICU occupancy,15.0,2021-03,44991656,3.33395152203333e-05
194,Algeria,DZA,2021-03-31,Daily ICU occupancy,15.0,2021-03,44991656,3.33395152203333e-05
195,Algeria,DZA,2021-04-01,Daily ICU occupancy,14.0,2021-04,44991656,3.111688087231108e-05
196,Algeria,DZA,2021-04-02,Daily ICU occupancy,16.0,2021-04,44991656,3.556214956835552e-05
197,Algeria,DZA,2021-04-03,Daily ICU occupancy,20.0,2021-04,44991656,4.4452686960444395e-05
198,Algeria,DZA,2021-04-04,Daily ICU occupancy,20.0,2021-04,44991656,4.4452686960444395e-05
199,Algeria,DZA,2021-04-05,Daily ICU occupancy,16.0,2021-04,44991656,3.556214956835552e-05
200,Algeria,DZA,2021-04-06,Daily ICU occupancy,19.0,2021-04,44991656,4.223005261242218e-05
201,Algeria,DZA,2021-04-07,Daily ICU occupancy,20.0,2021-04,44991656,4.4452686960444395e-05
202,Algeria,DZA,2021-04-08,Daily ICU occupancy,20.0,2021-04,44991656,4.4452686960444395e-05
203,Algeria,DZA,2021-04-09,Daily ICU occupancy,19.0,2021-04,44991656,4.223005261242218e-05
204,Algeria,DZA,2021-04-10,Daily ICU occupancy,19.0,2021-04,44991656,4.223005261242218e-05
205,Algeria,DZA,2021-04-11,Daily ICU occupancy,19.0,2021-04,44991656,4.223005261242218e-05
206,Algeria,DZA,2021-04-12,Daily ICU occupancy,14.0,2021-04,44991656,3.111688087231108e-05
207,Algeria,DZA,2021-04-13,Daily ICU occupancy,19.0,2021-04,44991656,4.223005261242218e-05
208,Algeria,DZA,2021-04-14,Daily ICU occupancy,17.0,2021-04,44991656,3.778478391637774e-05
209,Algeria,DZA,2021-04-15,Daily ICU occupancy,16.0,2021-04,44991656,3.556214956835552e-05
210,Algeria,DZA,2021-04-16,Daily ICU occupancy,12.0,2021-04,44991656,2.667161217626664e-05
211,Algeria,DZA,2021-04-17,Daily ICU occupancy,15.0,2021-04,44991656,3.33395152203333e-05
212,Algeria,DZA,2021-04-18,Daily ICU occupancy,21.0,2021-04,44991656,4.667532130846662e-05
213,Algeria,DZA,2021-04-19,Daily ICU occupancy,22.0,2021-04,44991656,4.8897955656488836e-05
214,Algeria,DZA,2021-04-20,Daily ICU occupancy,19.0,2021-04,44991656,4.223005261242218e-05
215,Algeria,DZA,2021-04-21,Daily ICU occupancy,21.0,2021-04,44991656,4.667532130846662e-05
216,Algeria,DZA,2021-04-22,Daily ICU occupancy,23.0,2021-04,44991656,5.1120590004511066e-05
217,Algeria,DZA,2021-04-23,Daily ICU occupancy,22.0,2021-04,44991656,4.8897955656488836e-05
218,Algeria,DZA,2021-04-24,Daily ICU occupancy,22.0,2021-04,44991656,4.8897955656488836e-05
219,Algeria,DZA,2021-04-25,Daily ICU occupancy,20.0,2021-04,44991656,4.4452686960444395e-05
220,Algeria,DZA,2021-04-26,Daily ICU occupancy,21.0,2021-04,44991656,4.667532130846662e-05
221,Algeria,DZA,2021-04-27,Daily ICU occupancy,20.0,2021-04,44991656,4.4452686960444395e-05
222,Algeria,DZA,2021-04-28,Daily ICU occupancy,23.0,2021-04,44991656,5.1120590004511066e-05
223,Algeria,DZA,2021-04-29,Daily ICU occupancy,22.0,2021-04,44991656,4.8897955656488836e-05
224,Algeria,DZA,2021-04-30,Daily ICU occupancy,28.0,2021-04,44991656,6.223376174462216e-05
225,Algeria,DZA,2021-05-01,Daily ICU occupancy,31.0,2021-05,44991656,6.890166478868882e-05
226,Algeria,DZA,2021-05-02,Daily ICU occupancy,24.0,2021-05,44991656,5.334322435253328e-05
227,Algeria,DZA,2021-05-03,Daily ICU occupancy,26.0,2021-05,44991656,5.778849304857772e-05
228,Algeria,DZA,2021-05-04,Daily ICU occupancy,26.0,2021-05,44991656,5.778849304857772e-05
229,Algeria,DZA,2021-05-05,Daily ICU occupancy,22.0,2021-05,44991656,4.8897955656488836e-05
230,Algeria,DZA,2021-05-06,Daily ICU occupancy,23.0,2021-05,44991656,5.1120590004511066e-05
231,Algeria,DZA,2021-05-07,Daily ICU occupancy,23.0,2021-05,44991656,5.1120590004511066e-05
232,Algeria,DZA,2021-05-08,Daily ICU occupancy,25.0,2021-05,44991656,5.55658587005555e-05
233,Algeria,DZA,2021-05-09,Daily ICU occupancy,23.0,2021-05,44991656,5.1120590004511066e-05
234,Algeria,DZA,2021-05-10,Daily ICU occupancy,22.0,2021-05,44991656,4.8897955656488836e-05
235,Algeria,DZA,2021-05-11,Daily ICU occupancy,19.0,2021-05,44991656,4.223005261242218e-05
236,Algeria,DZA,2021-05-12,Daily ICU occupancy,27.0,2021-05,44991656,6.0011127396599934e-05
237,Algeria,DZA,2021-05-13,Daily ICU occupancy,23.0,2021-05,44991656,5.1120590004511066e-05
238,Algeria,DZA,2021-05-14,Daily ICU occupancy,26.0,2021-05,44991656,5.778849304857772e-05
239,Algeria,DZA,2021-05-15,Daily ICU occupancy,24.0,2021-05,44991656,5.334322435253328e-05
240,Algeria,DZA,2021-05-16,Daily ICU occupancy,22.0,2021-05,44991656,4.8897955656488836e-05
241,Algeria,DZA,2021-05-17,Daily ICU occupancy,22.0,2021-05,44991656,4.8897955656488836e-05
242,Algeria,DZA,2021-05-18,Daily ICU occupancy,21.0,2021-05,44991656,4.667532130846662e-05
243,Algeria,DZA,2021-05-19,Daily ICU occupancy,19.0,2021-05,44991656,4.223005261242218e-05
244,Algeria,DZA,2021-05-20,Daily ICU occupancy,22.0,2021-05,44991656,4.8897955656488836e-05
245,Algeria,DZA,2021-05-21,Daily ICU occupancy,21.0,2021-05,44991656,4.667532130846662e-05
246,Algeria,DZA,2021-05-22,Daily ICU occupancy,18.0,2021-05,44991656,4.000741826439996e-05
247,Algeria,DZA,2021-05-23,Daily ICU occupancy,15.0,2021-05,44991656,3.33395152203333e-05
248,Algeria,DZA,2021-05-24,Daily ICU occupancy,20.0,2021-05,44991656,4.4452686960444395e-05
249,Algeria,DZA,2021-05-25,Daily ICU occupancy,20.0,2021-05,44991656,4.4452686960444395e-05
250,Algeria,DZA,2021-05-26,Daily ICU occupancy,19.0,2021-05,44991656,4.223005261242218e-05
251,Algeria,DZA,2021-05-27,Daily ICU occupancy,24.0,2021-05,44991656,5.334322435253328e-05
252,Algeria,DZA,2021-05-28,Daily ICU occupancy,26.0,2021-05,44991656,5.778849304857772e-05
253,Algeria,DZA,2021-05-29,Daily ICU occupancy,28.0,2021-05,44991656,6.223376174462216e-05
254,Algeria,DZA,2021-05-30,Daily ICU occupancy,22.0,2021-05,44991656,4.8897955656488836e-05
255,Algeria,DZA,2021-05-31,Daily ICU occupancy,19.0,2021-05,44991656,4.223005261242218e-05
256,Algeria,DZA,2021-06-01,Daily ICU occupancy,23.0,2021-06,44991656,5.1120590004511066e-05
257,Algeria,DZA,2021-06-02,Daily ICU occupancy,22.0,2021-06,44991656,4.8897955656488836e-05
258,Algeria,DZA,2021-06-03,Daily ICU occupancy,23.0,2021-06,44991656,5.1120590004511066e-05
259,Algeria,DZA,2021-06-04,Daily ICU occupancy,25.0,2021-06,44991656,5.55658587005555e-05
260,Algeria,DZA,2021-06-05,Daily ICU occupancy,24.0,2021-06,44991656,5.334322435253328e-05
261,Algeria,DZA,2021-06-06,Daily ICU occupancy,19.0,2021-06,44991656,4.223005261242218e-05
262,Algeria,DZA,2021-06-07,Daily ICU occupancy,20.0,2021-06,44991656,4.4452686960444395e-05
