,country,date,vaccine,total_vaccinations
13103,Luxembourg,2021-07-16,Moderna,57785
13104,Luxembourg,2021-07-16,Oxford/AstraZeneca,102788
13105,Luxembourg,2021-07-16,Pfizer/BioNTech,424588
13106,Luxembourg,2021-07-23,Johnson&Johnson,31425
13107,Luxembourg,2021-07-23,Moderna,60678
13108,Luxembourg,2021-07-23,Oxford/AstraZeneca,102918
13109,Luxembourg,2021-07-23,Pfizer/BioNTech,449659
13110,Luxembourg,2021-07-30,Johnson&Johnson,32344
13111,Luxembourg,2021-07-30,Moderna,66061
13112,Luxembourg,2021-07-30,Oxford/AstraZeneca,104531
13113,Luxembourg,2021-07-30,Pfizer/BioNTech,466223
13114,Luxembourg,2021-08-06,Johnson&Johnson,32832
13115,Luxembourg,2021-08-06,Moderna,68013
13116,Luxembourg,2021-08-06,Oxford/AstraZeneca,104844
13117,Luxembourg,2021-08-06,Pfizer/BioNTech,478452
13118,Luxembourg,2021-08-13,Johnson&Johnson,33376
13119,Luxembourg,2021-08-13,Moderna,69271
13120,Luxembourg,2021-08-13,Oxford/AstraZeneca,104913
13121,Luxembourg,2021-08-13,Pfizer/BioNTech,483332
13122,Luxembourg,2021-08-20,Johnson&Johnson,34197
13123,Luxembourg,2021-08-20,Moderna,69585
13124,Luxembourg,2021-08-20,Oxford/AstraZeneca,104953
13125,Luxembourg,2021-08-20,Pfizer/BioNTech,487808
13126,Luxembourg,2021-08-27,Johnson&Johnson,34780
13127,Luxembourg,2021-08-27,Moderna,69724
13128,Luxembourg,2021-08-27,Oxford/AstraZeneca,105083
13129,Luxembourg,2021-08-27,Pfizer/BioNTech,491754
13130,Luxembourg,2021-09-03,Johnson&Johnson,35312
13131,Luxembourg,2021-09-03,Moderna,69816
13132,Luxembourg,2021-09-03,Oxford/AstraZeneca,105148
13133,Luxembourg,2021-09-03,Pfizer/BioNTech,495836
13134,Luxembourg,2021-09-10,Johnson&Johnson,36029
13135,Luxembourg,2021-09-10,Moderna,69878
13136,Luxembourg,2021-09-10,Oxford/AstraZeneca,105183
13137,Luxembourg,2021-09-10,Pfizer/BioNTech,499472
13138,Luxembourg,2021-09-17,Johnson&Johnson,36473
13139,Luxembourg,2021-09-17,Moderna,69935
13140,Luxembourg,2021-09-17,Oxford/AstraZeneca,105195
13141,Luxembourg,2021-09-17,Pfizer/BioNTech,502825
13142,Luxembourg,2021-09-24,Johnson&Johnson,36875
13143,Luxembourg,2021-09-24,Moderna,69977
13144,Luxembourg,2021-09-24,Oxford/AstraZeneca,105209
13145,Luxembourg,2021-09-24,Pfizer/BioNTech,505970
13146,Luxembourg,2021-10-01,Johnson&Johnson,37204
13147,Luxembourg,2021-10-01,Moderna,70004
13148,Luxembourg,2021-10-01,Oxford/AstraZeneca,105221
13149,Luxembourg,2021-10-01,Pfizer/BioNTech,512840
13150,Luxembourg,2021-10-08,Johnson&Johnson,37538
13151,Luxembourg,2021-10-08,Moderna,70025
13152,Luxembourg,2021-10-08,Oxford/AstraZeneca,105229
13153,Luxembourg,2021-10-08,Pfizer/BioNTech,516991
13154,Luxembourg,2021-10-15,Johnson&Johnson,38107
13155,Luxembourg,2021-10-15,Moderna,70067
13156,Luxembourg,2021-10-15,Oxford/AstraZeneca,105235
13157,Luxembourg,2021-10-15,Pfizer/BioNTech,522225
13158,Luxembourg,2021-10-22,Johnson&Johnson,38588
13159,Luxembourg,2021-10-22,Moderna,70175
13160,Luxembourg,2021-10-22,Oxford/AstraZeneca,105245
13161,Luxembourg,2021-10-22,Pfizer/BioNTech,530219
13162,Luxembourg,2021-10-29,Johnson&Johnson,38907
13163,Luxembourg,2021-10-29,Moderna,70525
13164,Luxembourg,2021-10-29,Oxford/AstraZeneca,105253
13165,Luxembourg,2021-10-29,Pfizer/BioNTech,543584
13166,Luxembourg,2021-11-05,Johnson&Johnson,39211
13167,Luxembourg,2021-11-05,Moderna,70946
13168,Luxembourg,2021-11-05,Oxford/AstraZeneca,105254
13169,Luxembourg,2021-11-05,Pfizer/BioNTech,555661
13170,Luxembourg,2021-11-12,Johnson&Johnson,39438
13171,Luxembourg,2021-11-12,Moderna,71344
13172,Luxembourg,2021-11-12,Oxford/AstraZeneca,105254
13173,Luxembourg,2021-11-12,Pfizer/BioNTech,567266
13174,Luxembourg,2021-11-19,Johnson&Johnson,39591
13175,Luxembourg,2021-11-19,Moderna,71631
13176,Luxembourg,2021-11-19,Oxford/AstraZeneca,105257
13177,Luxembourg,2021-11-19,Pfizer/BioNTech,582677
13178,Luxembourg,2021-11-26,Johnson&Johnson,39739
13179,Luxembourg,2021-11-26,Moderna,72262
13180,Luxembourg,2021-11-26,Oxford/AstraZeneca,105261
13181,Luxembourg,2021-11-26,Pfizer/BioNTech,605663
13182,Luxembourg,2021-12-03,Johnson&Johnson,40102
13183,Luxembourg,2021-12-03,Moderna,90537
13184,Luxembourg,2021-12-03,Oxford/AstraZeneca,105267
13185,Luxembourg,2021-12-03,Pfizer/BioNTech,617601
13186,Luxembourg,2021-12-10,Johnson&Johnson,40397
13187,Luxembourg,2021-12-10,Moderna,113356
13188,Luxembourg,2021-12-10,Oxford/AstraZeneca,105267
13189,Luxembourg,2021-12-10,Pfizer/BioNTech,627614
13190,Luxembourg,2021-12-17,Johnson&Johnson,40622
13191,Luxembourg,2021-12-17,Moderna,143737
13192,Luxembourg,2021-12-17,Oxford/AstraZeneca,105267
13193,Luxembourg,2021-12-17,Pfizer/BioNTech,635981
13194,Luxembourg,2021-12-24,Johnson&Johnson,40776
13195,Luxembourg,2021-12-24,Moderna,168278
13196,Luxembourg,2021-12-24,Oxford/AstraZeneca,105267
13197,Luxembourg,2021-12-24,Pfizer/BioNTech,641119
13198,Luxembourg,2021-12-31,Johnson&Johnson,40925
13199,Luxembourg,2021-12-31,Moderna,191934
13200,Luxembourg,2021-12-31,Oxford/AstraZeneca,105267
13201,Luxembourg,2021-12-31,Pfizer/BioNTech,645781
13202,Luxembourg,2022-01-07,Johnson&Johnson,41124
13203,Luxembourg,2022-01-07,Moderna,221977
13204,Luxembourg,2022-01-07,Oxford/AstraZeneca,105267
13205,Luxembourg,2022-01-07,Pfizer/BioNTech,653895
13206,Luxembourg,2022-01-14,Johnson&Johnson,41308
13207,Luxembourg,2022-01-14,Moderna,253310
13208,Luxembourg,2022-01-14,Oxford/AstraZeneca,105267
13209,Luxembourg,2022-01-14,Pfizer/BioNTech,665498
13210,Luxembourg,2022-01-18,Johnson&Johnson,41325
13211,Luxembourg,2022-01-18,Moderna,255988
13212,Luxembourg,2022-01-18,Oxford/AstraZeneca,105267
13213,Luxembourg,2022-01-18,Pfizer/BioNTech,666896
13214,Malta,2021-01-01,Pfizer/BioNTech,57
13215,Malta,2021-01-08,Oxford/AstraZeneca,3
13216,Malta,2021-01-08,Pfizer/BioNTech,4543
13217,Malta,2021-01-15,Moderna,2
13218,Malta,2021-01-15,Oxford/AstraZeneca,6
13219,Malta,2021-01-15,Pfizer/BioNTech,11022
13220,Malta,2021-01-22,Moderna,3
13221,Malta,2021-01-22,Oxford/AstraZeneca,13
13222,Malta,2021-01-22,Pfizer/BioNTech,18886
13223,Malta,2021-01-29,Pfizer/BioNTech,26522
13224,Malta,2021-02-05,Moderna,48
13225,Malta,2021-02-05,Oxford/AstraZeneca,23
13226,Malta,2021-02-05,Pfizer/BioNTech,39381
13227,Malta,2021-02-12,Moderna,431
13228,Malta,2021-02-12,Oxford/AstraZeneca,181
13229,Malta,2021-02-12,Pfizer/BioNTech,49945
13230,Malta,2021-02-19,Moderna,950
13231,Malta,2021-02-19,Oxford/AstraZeneca,4113
13232,Malta,2021-02-19,Pfizer/BioNTech,61419
13233,Malta,2021-02-26,Johnson&Johnson,5
13234,Malta,2021-02-26,Moderna,1480
13235,Malta,2021-02-26,Oxford/AstraZeneca,15107
13236,Malta,2021-02-26,Pfizer/BioNTech,74787
13237,Malta,2021-03-05,Moderna,1577
13238,Malta,2021-03-05,Oxford/AstraZeneca,28455
13239,Malta,2021-03-05,Pfizer/BioNTech,87583
13240,Malta,2021-03-12,Johnson&Johnson,6
13241,Malta,2021-03-12,Moderna,1951
13242,Malta,2021-03-12,Oxford/AstraZeneca,43427
13243,Malta,2021-03-12,Pfizer/BioNTech,100791
13244,Malta,2021-03-19,Johnson&Johnson,7
13245,Malta,2021-03-19,Moderna,3573
13246,Malta,2021-03-19,Oxford/AstraZeneca,54007
13247,Malta,2021-03-19,Pfizer/BioNTech,115627
13248,Malta,2021-03-26,Moderna,9665
13249,Malta,2021-03-26,Oxford/AstraZeneca,58973
13250,Malta,2021-03-26,Pfizer/BioNTech,132974
13251,Malta,2021-04-02,Moderna,11106
13252,Malta,2021-04-02,Oxford/AstraZeneca,70133
13253,Malta,2021-04-02,Pfizer/BioNTech,149592
13254,Malta,2021-04-09,Johnson&Johnson,9
13255,Malta,2021-04-09,Moderna,11666
13256,Malta,2021-04-09,Oxford/AstraZeneca,81578
13257,Malta,2021-04-09,Pfizer/BioNTech,167074
13258,Malta,2021-04-16,Moderna,13648
13259,Malta,2021-04-16,Oxford/AstraZeneca,92439
13260,Malta,2021-04-16,Pfizer/BioNTech,190191
13261,Malta,2021-04-23,Moderna,18954
13262,Malta,2021-04-23,Oxford/AstraZeneca,109924
13263,Malta,2021-04-23,Pfizer/BioNTech,206029
13264,Malta,2021-04-30,Johnson&Johnson,11
13265,Malta,2021-04-30,Moderna,20295
13266,Malta,2021-04-30,Oxford/AstraZeneca,116658
13267,Malta,2021-04-30,Pfizer/BioNTech,231341
13268,Malta,2021-05-07,Johnson&Johnson,2427
13269,Malta,2021-05-07,Moderna,21943
13270,Malta,2021-05-07,Oxford/AstraZeneca,122509
13271,Malta,2021-05-07,Pfizer/BioNTech,260666
13272,Malta,2021-05-14,Johnson&Johnson,3523
13273,Malta,2021-05-14,Moderna,24677
13274,Malta,2021-05-14,Oxford/AstraZeneca,139262
13275,Malta,2021-05-14,Pfizer/BioNTech,288896
13276,Malta,2021-05-21,Johnson&Johnson,9026
13277,Malta,2021-05-21,Moderna,27080
13278,Malta,2021-05-21,Oxford/AstraZeneca,154792
13279,Malta,2021-05-21,Pfizer/BioNTech,317248
13280,Malta,2021-05-28,Johnson&Johnson,9449
13281,Malta,2021-05-28,Moderna,30369
13282,Malta,2021-05-28,Oxford/AstraZeneca,166278
13283,Malta,2021-05-28,Pfizer/BioNTech,346815
13284,Malta,2021-06-04,Johnson&Johnson,9772
13285,Malta,2021-06-04,Moderna,32350
13286,Malta,2021-06-04,Oxford/AstraZeneca,172116
13287,Malta,2021-06-04,Pfizer/BioNTech,369349
13288,Malta,2021-06-11,Johnson&Johnson,11262
13289,Malta,2021-06-11,Moderna,34727
13290,Malta,2021-06-11,Oxford/AstraZeneca,183352
13291,Malta,2021-06-11,Pfizer/BioNTech,387466
13292,Malta,2021-06-18,Johnson&Johnson,12316
13293,Malta,2021-06-18,Moderna,37273
13294,Malta,2021-06-18,Oxford/AstraZeneca,193953
13295,Malta,2021-06-18,Pfizer/BioNTech,399244
13296,Malta,2021-06-25,Johnson&Johnson,13481
13297,Malta,2021-06-25,Moderna,40771
13298,Malta,2021-06-25,Oxford/AstraZeneca,202885
13299,Malta,2021-06-25,Pfizer/BioNTech,406535
13300,Malta,2021-07-02,Johnson&Johnson,15303
13301,Malta,2021-07-02,Moderna,41702
13302,Malta,2021-07-02,Oxford/AstraZeneca,214968
13303,Malta,2021-07-02,Pfizer/BioNTech,417480
13304,Malta,2021-07-09,Johnson&Johnson,16340
13305,Malta,2021-07-09,Moderna,41967
13306,Malta,2021-07-09,Oxford/AstraZeneca,220677
13307,Malta,2021-07-09,Pfizer/BioNTech,424970
13308,Malta,2021-07-16,Johnson&Johnson,18069
13309,Malta,2021-07-16,Moderna,42284
13310,Malta,2021-07-16,Oxford/AstraZeneca,223409
13311,Malta,2021-07-16,Pfizer/BioNTech,430123
13312,Malta,2021-07-23,Johnson&Johnson,21660
13313,Malta,2021-07-23,Moderna,42482
13314,Malta,2021-07-23,Oxford/AstraZeneca,226540
13315,Malta,2021-07-23,Pfizer/BioNTech,434596
13316,Malta,2021-07-30,Johnson&Johnson,24931
13317,Malta,2021-07-30,Moderna,42643
13318,Malta,2021-07-30,Oxford/AstraZeneca,227035
13319,Malta,2021-07-30,Pfizer/BioNTech,439029
13320,Malta,2021-08-06,Johnson&Johnson,27980
13321,Malta,2021-08-06,Moderna,42743
13322,Malta,2021-08-06,Oxford/AstraZeneca,227102
13323,Malta,2021-08-06,Pfizer/BioNTech,444023
13324,Malta,2021-08-13,Johnson&Johnson,29582
13325,Malta,2021-08-13,Moderna,42797
13326,Malta,2021-08-13,Oxford/AstraZeneca,227140
13327,Malta,2021-08-13,Pfizer/BioNTech,447296
13328,Malta,2021-08-20,Johnson&Johnson,29914
13329,Malta,2021-08-20,Moderna,42848
13330,Malta,2021-08-20,Oxford/AstraZeneca,227164
13331,Malta,2021-08-20,Pfizer/BioNTech,450621
13332,Malta,2021-08-27,Johnson&Johnson,30310
13333,Malta,2021-08-27,Moderna,42914
13334,Malta,2021-08-27,Oxford/AstraZeneca,227186
13335,Malta,2021-08-27,Pfizer/BioNTech,452012
13336,Malta,2021-09-03,Johnson&Johnson,30394
13337,Malta,2021-09-03,Moderna,42926
13338,Malta,2021-09-03,Oxford/AstraZeneca,227192
13339,Malta,2021-09-03,Pfizer/BioNTech,453187
13340,Malta,2021-09-10,Johnson&Johnson,30403
13341,Malta,2021-09-10,Moderna,42926
13342,Malta,2021-09-10,Oxford/AstraZeneca,227197
13343,Malta,2021-09-10,Pfizer/BioNTech,456527
13344,Malta,2021-09-17,Johnson&Johnson,30498
13345,Malta,2021-09-17,Moderna,42934
13346,Malta,2021-09-17,Oxford/AstraZeneca,227215
13347,Malta,2021-09-17,Pfizer/BioNTech,461160
13348,Malta,2021-09-24,Johnson&Johnson,30575
13349,Malta,2021-09-24,Moderna,42936
13350,Malta,2021-09-24,Oxford/AstraZeneca,227237
13351,Malta,2021-09-24,Pfizer/BioNTech,465421
13352,Malta,2021-10-01,Johnson&Johnson,30697
13353,Malta,2021-10-01,Moderna,42942
13354,Malta,2021-10-01,Oxford/AstraZeneca,227268
13355,Malta,2021-10-01,Pfizer/BioNTech,476455
13356,Malta,2021-10-08,Johnson&Johnson,30797
13357,Malta,2021-10-08,Moderna,42949
13358,Malta,2021-10-08,Oxford/AstraZeneca,227280
13359,Malta,2021-10-08,Pfizer/BioNTech,486434
13360,Malta,2021-10-15,Johnson&Johnson,30887
13361,Malta,2021-10-15,Moderna,42950
13362,Malta,2021-10-15,Oxford/AstraZeneca,227285
13363,Malta,2021-10-15,Pfizer/BioNTech,493429
13364,Malta,2021-10-22,Johnson&Johnson,30926
13365,Malta,2021-10-22,Moderna,44322
13366,Malta,2021-10-22,Oxford/AstraZeneca,227287
13367,Malta,2021-10-22,Pfizer/BioNTech,500367
13368,Malta,2021-10-29,Johnson&Johnson,30992
13369,Malta,2021-10-29,Moderna,46553
13370,Malta,2021-10-29,Oxford/AstraZeneca,227311
13371,Malta,2021-10-29,Pfizer/BioNTech,507365
13372,Malta,2021-11-05,Johnson&Johnson,31101
13373,Malta,2021-11-05,Moderna,51814
13374,Malta,2021-11-05,Oxford/AstraZeneca,227323
13375,Malta,2021-11-05,Pfizer/BioNTech,508637
13376,Malta,2021-11-12,Johnson&Johnson,31204
13377,Malta,2021-11-12,Moderna,63808
13378,Malta,2021-11-12,Oxford/AstraZeneca,227331
13379,Malta,2021-11-12,Pfizer/BioNTech,516042
13380,Malta,2021-11-19,Johnson&Johnson,31386
13381,Malta,2021-11-19,Moderna,73325
13382,Malta,2021-11-19,Oxford/AstraZeneca,227338
13383,Malta,2021-11-19,Pfizer/BioNTech,527458
13384,Malta,2021-11-26,Johnson&Johnson,31503
13385,Malta,2021-11-26,Moderna,83365
13386,Malta,2021-11-26,Oxford/AstraZeneca,227346
13387,Malta,2021-11-26,Pfizer/BioNTech,539785
13388,Malta,2021-12-03,Johnson&Johnson,31595
13389,Malta,2021-12-03,Moderna,97089
13390,Malta,2021-12-03,Oxford/AstraZeneca,227355
13391,Malta,2021-12-03,Pfizer/BioNTech,554845
13392,Malta,2021-12-10,Johnson&Johnson,31703
13393,Malta,2021-12-10,Moderna,108463
13394,Malta,2021-12-10,Oxford/AstraZeneca,227362
13395,Malta,2021-12-10,Pfizer/BioNTech,563558
13396,Malta,2021-12-17,Johnson&Johnson,31727
13397,Malta,2021-12-17,Moderna,118340
13398,Malta,2021-12-17,Oxford/AstraZeneca,227374
13399,Malta,2021-12-17,Pfizer/BioNTech,571909
13400,Malta,2021-12-24,Johnson&Johnson,31769
13401,Malta,2021-12-24,Moderna,129121
13402,Malta,2021-12-24,Oxford/AstraZeneca,227379
13403,Malta,2021-12-24,Pfizer/BioNTech,579377
13404,Malta,2021-12-31,Johnson&Johnson,31778
13405,Malta,2021-12-31,Moderna,157390
13406,Malta,2021-12-31,Oxford/AstraZeneca,227394
13407,Malta,2021-12-31,Pfizer/BioNTech,589410
13408,Malta,2022-01-07,Johnson&Johnson,31806
13409,Malta,2022-01-07,Moderna,195704
13410,Malta,2022-01-07,Oxford/AstraZeneca,227398
13411,Malta,2022-01-07,Pfizer/BioNTech,601222
13412,Malta,2022-01-14,Johnson&Johnson,31921
13413,Malta,2022-01-14,Moderna,216098
13414,Malta,2022-01-14,Oxford/AstraZeneca,227420
13415,Malta,2022-01-14,Pfizer/BioNTech,610227
13416,Netherlands,2021-01-01,Johnson&Johnson,0
13417,Netherlands,2021-01-01,Moderna,0
13418,Netherlands,2021-01-01,Oxford/AstraZeneca,0
13419,Netherlands,2021-01-01,Pfizer/BioNTech,0
13420,Netherlands,2021-01-08,Johnson&Johnson,0
13421,Netherlands,2021-01-08,Moderna,0
13422,Netherlands,2021-01-08,Oxford/AstraZeneca,0
13423,Netherlands,2021-01-08,Pfizer/BioNTech,33756
13424,Netherlands,2021-01-15,Johnson&Johnson,0
13425,Netherlands,2021-01-15,Moderna,0
13426,Netherlands,2021-01-15,Oxford/AstraZeneca,0
13427,Netherlands,2021-01-15,Pfizer/BioNTech,76954
13428,Netherlands,2021-01-22,Johnson&Johnson,0
13429,Netherlands,2021-01-22,Moderna,2572
13430,Netherlands,2021-01-22,Oxford/AstraZeneca,0
13431,Netherlands,2021-01-22,Pfizer/BioNTech,163721
13432,Netherlands,2021-01-29,Johnson&Johnson,0
13433,Netherlands,2021-01-29,Moderna,8883
13434,Netherlands,2021-01-29,Oxford/AstraZeneca,0
13435,Netherlands,2021-01-29,Pfizer/BioNTech,342388
13436,Netherlands,2021-02-05,Johnson&Johnson,0
13437,Netherlands,2021-02-05,Moderna,14873
13438,Netherlands,2021-02-05,Oxford/AstraZeneca,0
13439,Netherlands,2021-02-05,Pfizer/BioNTech,556311
13440,Netherlands,2021-02-12,Johnson&Johnson,0
13441,Netherlands,2021-02-12,Moderna,21226
13442,Netherlands,2021-02-12,Oxford/AstraZeneca,525
13443,Netherlands,2021-02-12,Pfizer/BioNTech,766251
13444,Netherlands,2021-02-19,Johnson&Johnson,0
13445,Netherlands,2021-02-19,Moderna,37220
13446,Netherlands,2021-02-19,Oxford/AstraZeneca,69121
13447,Netherlands,2021-02-19,Pfizer/BioNTech,931415
13448,Netherlands,2021-02-26,Johnson&Johnson,0
13449,Netherlands,2021-02-26,Moderna,56590
13450,Netherlands,2021-02-26,Oxford/AstraZeneca,181903
13451,Netherlands,2021-02-26,Pfizer/BioNTech,1143829
13452,Netherlands,2021-03-05,Johnson&Johnson,0
13453,Netherlands,2021-03-05,Moderna,75076
13454,Netherlands,2021-03-05,Oxford/AstraZeneca,257244
13455,Netherlands,2021-03-05,Pfizer/BioNTech,1344049
13456,Netherlands,2021-03-12,Johnson&Johnson,0
13457,Netherlands,2021-03-12,Moderna,94031
13458,Netherlands,2021-03-12,Oxford/AstraZeneca,357971
13459,Netherlands,2021-03-12,Pfizer/BioNTech,1509511
13460,Netherlands,2021-03-19,Johnson&Johnson,0
13461,Netherlands,2021-03-19,Moderna,114096
13462,Netherlands,2021-03-19,Oxford/AstraZeneca,357971
13463,Netherlands,2021-03-19,Pfizer/BioNTech,1703835
13464,Netherlands,2021-03-26,Johnson&Johnson,0
13465,Netherlands,2021-03-26,Moderna,154820
13466,Netherlands,2021-03-26,Oxford/AstraZeneca,454078
13467,Netherlands,2021-03-26,Pfizer/BioNTech,1865003
13468,Netherlands,2021-04-02,Johnson&Johnson,0
13469,Netherlands,2021-04-02,Moderna,196225
13470,Netherlands,2021-04-02,Oxford/AstraZeneca,574628
13471,Netherlands,2021-04-02,Pfizer/BioNTech,2153972
13472,Netherlands,2021-04-09,Johnson&Johnson,0
13473,Netherlands,2021-04-09,Moderna,230434
13474,Netherlands,2021-04-09,Oxford/AstraZeneca,844004
13475,Netherlands,2021-04-09,Pfizer/BioNTech,2493426
13476,Netherlands,2021-04-16,Johnson&Johnson,0
13477,Netherlands,2021-04-16,Moderna,261885
13478,Netherlands,2021-04-16,Oxford/AstraZeneca,1154853
13479,Netherlands,2021-04-16,Pfizer/BioNTech,2957310
13480,Netherlands,2021-04-23,Johnson&Johnson,8887
13481,Netherlands,2021-04-23,Moderna,296169
13482,Netherlands,2021-04-23,Oxford/AstraZeneca,1260806
13483,Netherlands,2021-04-23,Pfizer/BioNTech,3461187
13484,Netherlands,2021-04-30,Johnson&Johnson,48511
13485,Netherlands,2021-04-30,Moderna,325736
13486,Netherlands,2021-04-30,Oxford/AstraZeneca,1349836
13487,Netherlands,2021-04-30,Pfizer/BioNTech,3989550
13488,Netherlands,2021-05-07,Johnson&Johnson,95480
13489,Netherlands,2021-05-07,Moderna,374575
13490,Netherlands,2021-05-07,Oxford/AstraZeneca,1495667
13491,Netherlands,2021-05-07,Pfizer/BioNTech,4591706
13492,Netherlands,2021-05-14,Johnson&Johnson,124399
13493,Netherlands,2021-05-14,Moderna,452049
13494,Netherlands,2021-05-14,Oxford/AstraZeneca,1685752
13495,Netherlands,2021-05-14,Pfizer/BioNTech,5303335
13496,Netherlands,2021-05-21,Johnson&Johnson,142125
13497,Netherlands,2021-05-21,Moderna,536231
13498,Netherlands,2021-05-21,Oxford/AstraZeneca,1834210
13499,Netherlands,2021-05-21,Pfizer/BioNTech,6085440
13500,Netherlands,2021-05-28,Johnson&Johnson,240328
13501,Netherlands,2021-05-28,Moderna,639586
13502,Netherlands,2021-05-28,Oxford/AstraZeneca,1949917
13503,Netherlands,2021-05-28,Pfizer/BioNTech,6778089
13504,Netherlands,2021-06-04,Johnson&Johnson,389584
13505,Netherlands,2021-06-04,Moderna,781742
13506,Netherlands,2021-06-04,Oxford/AstraZeneca,2085099
13507,Netherlands,2021-06-04,Pfizer/BioNTech,7535115
13508,Netherlands,2021-06-11,Johnson&Johnson,438498
13509,Netherlands,2021-06-11,Moderna,945055
13510,Netherlands,2021-06-11,Oxford/AstraZeneca,2294874
13511,Netherlands,2021-06-11,Pfizer/BioNTech,8771474
13512,Netherlands,2021-06-18,Johnson&Johnson,458585
13513,Netherlands,2021-06-18,Moderna,1075590
13514,Netherlands,2021-06-18,Oxford/AstraZeneca,2465175
13515,Netherlands,2021-06-18,Pfizer/BioNTech,9865671
13516,Netherlands,2021-06-25,Johnson&Johnson,541483
13517,Netherlands,2021-06-25,Moderna,1187141
13518,Netherlands,2021-06-25,Oxford/AstraZeneca,2621523
13519,Netherlands,2021-06-25,Pfizer/BioNTech,10943914
13520,Netherlands,2021-07-02,Johnson&Johnson,672412
13521,Netherlands,2021-07-02,Moderna,1308731
13522,Netherlands,2021-07-02,Oxford/AstraZeneca,2780075
13523,Netherlands,2021-07-02,Pfizer/BioNTech,11989287
13524,Netherlands,2021-07-09,Johnson&Johnson,741572
13525,Netherlands,2021-07-09,Moderna,1517088
13526,Netherlands,2021-07-09,Oxford/AstraZeneca,2800037
13527,Netherlands,2021-07-09,Pfizer/BioNTech,12809337
13528,Netherlands,2021-07-16,Johnson&Johnson,755522
13529,Netherlands,2021-07-16,Moderna,1656997
13530,Netherlands,2021-07-16,Oxford/AstraZeneca,2800323
13531,Netherlands,2021-07-16,Pfizer/BioNTech,13640291
13532,Netherlands,2021-07-23,Johnson&Johnson,764647
13533,Netherlands,2021-07-23,Moderna,1756275
13534,Netherlands,2021-07-23,Oxford/AstraZeneca,2800438
13535,Netherlands,2021-07-23,Pfizer/BioNTech,14267010
13536,Netherlands,2021-07-30,Johnson&Johnson,771946
13537,Netherlands,2021-07-30,Moderna,1806288
13538,Netherlands,2021-07-30,Oxford/AstraZeneca,2800499
13539,Netherlands,2021-07-30,Pfizer/BioNTech,14922251
13540,Netherlands,2021-08-06,Johnson&Johnson,777377
13541,Netherlands,2021-08-06,Moderna,1842452
13542,Netherlands,2021-08-06,Oxford/AstraZeneca,2800531
13543,Netherlands,2021-08-06,Pfizer/BioNTech,15630640
13544,Netherlands,2021-08-13,Johnson&Johnson,781914
13545,Netherlands,2021-08-13,Moderna,1918195
13546,Netherlands,2021-08-13,Oxford/AstraZeneca,2800545
13547,Netherlands,2021-08-13,Pfizer/BioNTech,16132636
13548,Netherlands,2021-08-20,Johnson&Johnson,785683
13549,Netherlands,2021-08-20,Moderna,1940286
13550,Netherlands,2021-08-20,Oxford/AstraZeneca,2800566
13551,Netherlands,2021-08-20,Pfizer/BioNTech,16271039
13552,Netherlands,2021-08-27,Johnson&Johnson,788989
13553,Netherlands,2021-08-27,Moderna,1951477
13554,Netherlands,2021-08-27,Oxford/AstraZeneca,2800567
13555,Netherlands,2021-08-27,Pfizer/BioNTech,16392636
13556,Netherlands,2021-09-03,Johnson&Johnson,792166
13557,Netherlands,2021-09-03,Moderna,1957214
13558,Netherlands,2021-09-03,Oxford/AstraZeneca,2800571
13559,Netherlands,2021-09-03,Pfizer/BioNTech,16499370
13560,Netherlands,2021-09-10,Johnson&Johnson,795319
13561,Netherlands,2021-09-10,Moderna,1959607
13562,Netherlands,2021-09-10,Oxford/AstraZeneca,2800580
13563,Netherlands,2021-09-10,Pfizer/BioNTech,16578433
13564,Netherlands,2021-09-17,Johnson&Johnson,801923
13565,Netherlands,2021-09-17,Moderna,1961747
13566,Netherlands,2021-09-17,Oxford/AstraZeneca,2800589
13567,Netherlands,2021-09-17,Pfizer/BioNTech,16670972
13568,Netherlands,2021-09-24,Johnson&Johnson,815568
13569,Netherlands,2021-09-24,Moderna,1963925
13570,Netherlands,2021-09-24,Oxford/AstraZeneca,2800595
13571,Netherlands,2021-09-24,Pfizer/BioNTech,16755647
13572,Netherlands,2021-10-01,Johnson&Johnson,828957
13573,Netherlands,2021-10-01,Moderna,1965894
13574,Netherlands,2021-10-01,Oxford/AstraZeneca,2800626
13575,Netherlands,2021-10-01,Pfizer/BioNTech,16829609
13576,Netherlands,2021-10-08,Johnson&Johnson,833383
13577,Netherlands,2021-10-08,Moderna,1966991
13578,Netherlands,2021-10-08,Oxford/AstraZeneca,2800654
13579,Netherlands,2021-10-08,Pfizer/BioNTech,16897291
13580,Netherlands,2021-10-15,Johnson&Johnson,837334
13581,Netherlands,2021-10-15,Moderna,1968401
13582,Netherlands,2021-10-15,Oxford/AstraZeneca,2800691
13583,Netherlands,2021-10-15,Pfizer/BioNTech,16972739
13584,Netherlands,2021-10-22,Johnson&Johnson,840705
13585,Netherlands,2021-10-22,Moderna,1969758
13586,Netherlands,2021-10-22,Oxford/AstraZeneca,2800726
13587,Netherlands,2021-10-22,Pfizer/BioNTech,17050642
13588,Netherlands,2021-10-29,Johnson&Johnson,845288
13589,Netherlands,2021-10-29,Moderna,1971145
13590,Netherlands,2021-10-29,Oxford/AstraZeneca,2800740
13591,Netherlands,2021-10-29,Pfizer/BioNTech,17133550
13592,Netherlands,2021-11-05,Johnson&Johnson,853769
